uid,lat_fixed,lon_fixed,date,sat_date,abun,sensor,B2,B3,B4,B5,NDCI,NDWI
wtsu,41.99230440882422,-78.92921893493157,20140827,2014-08-28,30.72777108,L8,7883,8516,7690,7323,-0.02444548,0.075320415
xgek,41.99230440882422,-78.92921893493157,20170926,2017-09-21,49.71738095,S2,491,659,354,410,0.07329843,0.27097395
xlpm,41.99230440882422,-78.92921893493157,20140901,2014-08-28,32.6974983215332,L8,7883,8516,7690,7323,-0.02444548,0.075320415
zchr,41.99230440882422,-78.92921893493157,20140915,NONE,25.82726667,NONE,0,,,,0,0
zyib,41.99230440882422,-78.92921893493157,20160906,2016-09-04,51.12955635,S2,357,653,278,338,0.097402595,0.60837436
besg,41.01816919268843,-81.01517303043039,20191003,2019-10-09,75.35940171,S2,189,435,305,817,0.45632797,-0.71334434
lfms,41.01816919268843,-81.01517303043039,20190816,2019-08-25,37.01244726,S2,283,504,263,739,0.4750499,-0.71573603
xmlv,41.01816919268843,-81.01517303043039,20190910,2019-09-19,20.81538462,S2,221,473,253,806,0.52219075,-0.7181168
xyyv,41.01816919268843,-81.01517303043039,20190709,2019-07-01,52.75651163,S2,176,533,195,961,0.6626298,-0.75324076
nlbh,41.388595635400286,-80.75014635931883,20170825,2017-08-15,58.25416667,S2,2383,2250,2081,2311,0.05236794,-0.054423198
viue,41.388595635400286,-80.75014635931883,20150624,NONE,35.82591549,NONE,0,,,,0,0
vkva,41.388595635400286,-80.75014635931883,20180905,2018-09-04,25.75903846,S2,310,423,289,371,0.124242425,0.3960396
eyuy,42.02480233730174,-78.96435219213167,20150711,NONE,51.32507042,NONE,0,,,,0,0
inhj,42.02480233730174,-78.96435219213167,20140827,2014-08-28,41.5835396,L8,8209,11087,10552,15674,0.19530237,-0.17140615
qmyw,42.02480233730174,-78.96435219213167,20130716,NONE,46.37783333,NONE,0,,,,0,0
uulq,42.02480233730174,-78.96435219213167,20130821,2013-08-25,24.41192661,L8,8432,9129,8208,8048,-0.00984252,0.06293299
xpsz,42.02480233730174,-78.96435219213167,20160830,2016-09-04,38.71591216,S2,352,617,303,456,0.20158103,0.49214026
zzou,42.02480233730174,-78.96435219213167,20131017,2013-10-12,26.54279817,L8,8021,8984,8112,7480,-0.040533606,0.09135082
gfca,41.69735271054299,-80.10001834392853,20200630,2020-06-30,44.31074905395508,S2,550,659,447,443,-0.004494382,0.4467618
qneg,41.69735271054299,-80.10001834392853,20200728,2020-07-25,50.08473684,S2,896,1053,832,893,0.03536232,-0.11624003
tyid,41.69735271054299,-80.10001834392853,20170621,2017-06-11,50.93189655,S2,424,499,402,427,0.030156815,0.15109573
mxaj,41.32120078207851,-80.74245886910269,20200904,2020-09-08,65.88999938964844,S2,317,397,259,336,0.12941177,0.34348562
zooa,41.01672890304817,-80.98739283086742,20190709,2019-07-01,81.00695444,S2,727,1018,1101,1370,0.10886281,-0.37679827
cfgc,41.32111160005744,-80.48322902936061,20160823,2016-08-24,62.95208333,L8,7851,8464,8258,8734,0.028013183,-0.0156995
nodx,41.32111160005744,-80.48322902936061,20140707,2014-07-02,38.55518519,L8,7928,8595,8140,9340,0.06864989,-0.04153889
nwhh,41.32111160005744,-80.48322902936061,20200729,2020-07-25,31.68417722,S2,319,465,350,447,0.1217064,0.09540636
unue,41.32111160005744,-80.48322902936061,20190718,2019-07-26,20.2002521,S2,4946,4888,4956,5641,0.06464094,-0.13140826
juwq,41.295132877320064,-80.39916605630106,20151007,NONE,55.71161717,NONE,0,,,,0,0
cvwz,41.26769602853822,-80.47012819046559,20161019,NONE,22.549999237060547,NONE,0,,,,0,0
dcil,41.26769602853822,-80.47012819046559,20150812,NONE,79.02707819,NONE,0,,,,0,0
fffz,41.26769602853822,-80.47012819046559,20160721,2016-07-23,24.34863095,L8,7992,8310,8141,10343,0.11913006,-0.10899051
vipz,41.26769602853822,-80.47012819046559,20150805,NONE,46.29286232,NONE,0,,,,0,0
zumi,41.26769602853822,-80.47012819046559,20150729,2015-07-21,48.55912621,L8,39802,36890,36979,36273,-0.009637962,0.008433225
efrn,41.30908986361735,-80.46173170318195,20160720,2016-07-23,80.33028986,L8,7854,8488,8010,7805,-0.012962378,0.041919842
iqss,41.30908986361735,-80.46173170318195,20160524,2016-05-27,53.50887605,S2,629,592,426,434,0.009302326,-0.13132796
rhze,41.28568850128887,-80.36166501644158,20160823,2016-08-24,67.6500015258789,L8,9642,10825,9767,17826,0.29206684,-0.24435447
ymxq,41.28568850128887,-80.36166501644158,20160621,2016-06-21,36.41614907,L8,8687,9404,9114,8835,-0.015544041,0.031196887
inxg,38.93027092913031,-80.49152295732003,20170726,2017-07-26,71.76668605,S2,996,1224,1240,1332,0.035769828,-0.29248554
ivka,41.01169011885778,-80.99099132541755,20190816,2019-08-25,78.92500305175781,S2,727,977,961,1187,0.105214156,-0.37631664
qrfe,41.01169011885778,-80.99099132541755,20190709,2019-07-01,91.36237113,S2,349,551,453,784,0.26758286,-0.3521458
ydzj,41.01169011885778,-80.99099132541755,20190807,2019-07-31,73.16755319,S2,2498,2537,2434,2814,0.072408535,-0.11371179
ahxa,41.49797292514026,-80.45875748277932,20160824,2016-08-24,22.04552573,L8,8148,8922,8606,16921,0.32573354,-0.3095229
mpsd,41.49797292514026,-80.45875748277932,20160920,2016-09-24,43.90346939,S2,105,266,162,451,0.47145188,-0.67099565
exhk,40.96221193356874,-81.11388415045052,20150722,2015-07-21,56.72734375,L8,31976,32275,31450,28970,-0.041046012,0.05396359
svut,40.96221193356874,-81.11388415045052,20190816,2019-08-25,49.30933333,S2,1096,1339,1382,1390,0.0028860029,-0.07271468
zttc,40.96221193356874,-81.11388415045052,20170801,2017-07-26,54.66666667,L8,8317,9251,8866,12639,0.17544757,-0.15477388
alfc,40.96878910762258,-81.11986826406424,20170627,2017-06-21,43.82444444,S2,516,836,799,868,0.041391723,0.41097045
etei,40.96878910762258,-81.11986826406424,20201007,2020-10-13,52.47211538,S2,338,537,620,833,0.14659326,-0.28160536
fajh,40.96878910762258,-81.11986826406424,20170801,2017-07-26,53.24305556,L8,8173,9484,9200,12774,0.16264677,-0.14781202
ihho,40.96878910762258,-81.11986826406424,20170531,2017-05-23,49.43847875,L8,8297,9045,8799,10195,0.07349689,-0.05977131
kals,40.96878910762258,-81.11986826406424,20170914,2017-09-04,83.37236111,S2,952,1105,1165,1372,0.08159243,-0.23423423
kwga,40.96878910762258,-81.11986826406424,20160803,2016-08-08,79.06226087,L8,8866,10300,10439,14500,0.16283733,-0.16935484
vtlk,40.96878910762258,-81.11986826406424,20171011,2017-10-14,65.14444444,S2,677,889,892,1284,0.18014705,-0.30573994
wgff,40.96878910762258,-81.11986826406424,20170502,2017-05-07,50.42078652,L8,8166,9047,8848,10141,0.068092056,-0.0570148
xipb,40.96878910762258,-81.11986826406424,20190814,2019-08-05,58.61620795,S2,5097,4775,4276,4852,0.06310254,-0.115413114
ahcm,42.02737969771062,-78.96709008017848,20191025,2019-10-19,96.55500030517578,S2,342,747,518,780,0.201849,0.13096139
askb,42.02737969771062,-78.96709008017848,20160830,2016-09-04,67.48540146,S2,508,753,500,624,0.110320285,0.26448363
boch,42.02737969771062,-78.96709008017848,20190828,2019-09-06,35.82761557,S2,492,727,364,379,0.020188425,0.5257083
btcx,42.02737969771062,-78.96709008017848,20151109,2015-11-16,26.51712963,S2,340,496,354,248,-0.17607974,0.5897436
bwqu,42.02737969771062,-78.96709008017848,20180925,2018-09-16,26.13669291,S2,312,465,196,251,0.12304251,0.5897436
cddh,42.02737969771062,-78.96709008017848,20140728,2014-07-27,34.01291667,L8,7490,8259,7732,8870,0.06854596,-0.0356705
dipg,42.02737969771062,-78.96709008017848,20150928,NONE,46.04825641,NONE,0,,,,0,0
efgc,42.02737969771062,-78.96709008017848,20150807,2015-07-30,36.61584158,L8,7602,8217,7696,7748,0.0033670033,0.029376762
esyw,42.02737969771062,-78.96709008017848,20130902,2013-08-25,56.03427198,L8,8581,9373,8598,8861,0.015063864,0.028079413
gxjo,42.02737969771062,-78.96709008017848,20150811,2015-08-15,32.62115885,L8,19311,20446,20057,24498,0.09967456,-0.09015664
hauj,42.02737969771062,-78.96709008017848,20151009,NONE,35.70977612,NONE,0,,,,0,0
hcxn,42.02737969771062,-78.96709008017848,20161011,2016-10-14,29.85697425,S2,451,799,614,842,0.15659341,0.29707792
hfnj,42.02737969771062,-78.96709008017848,20131007,2013-10-12,32.98277108,L8,8531,10099,9523,9529,3.1492757E-4,0.029040147
hgsk,42.02737969771062,-78.96709008017848,20200901,2020-09-08,72.91983696,S2,507,708,484,599,0.10618652,0.25866666
hvxz,42.02737969771062,-78.96709008017848,20130909,2013-09-10,24.67142857,L8,8279,8985,8420,8669,0.014570776,0.017899627
hyhz,42.02737969771062,-78.96709008017848,20181025,NONE,36.8692512512207,NONE,0,,,,0,0
iehp,42.02737969771062,-78.96709008017848,20150728,2015-07-30,72.38107843,L8,7602,8217,7696,7748,0.0033670033,0.029376762
imbq,42.02737969771062,-78.96709008017848,20190808,2019-08-12,26.11906475,S2,654,778,564,647,0.0685384,-0.012063492
jdfk,42.02737969771062,-78.96709008017848,20160816,2016-08-22,49.09457143,S2,185,236,134,133,-0.0037453184,0.7352941
jqhd,42.02737969771062,-78.96709008017848,20180917,2018-09-16,72.63554422,S2,312,465,196,251,0.12304251,0.5897436
khbj,42.02737969771062,-78.96709008017848,20151013,2015-10-20,30.64487179,S2,232,470,248,311,0.11270125,0.5824916
ldhx,42.02737969771062,-78.96709008017848,20141006,2014-09-29,31.36762821,L8,7618,8548,7956,8083,0.0079181995,0.027959835
loex,42.02737969771062,-78.96709008017848,20150910,2015-09-16,20.90999984741211,L8,8382,9169,8881,9018,0.0076540587,0.008302634
lqhc,42.02737969771062,-78.96709008017848,20170814,2017-08-17,48.25699996948242,S2,609,757,502,487,-0.015166835,0.13749062
mdog,42.02737969771062,-78.96709008017848,20200824,2020-08-14,71.86736641,S2,548,786,427,373,-0.0675,0.50286806
mser,42.02737969771062,-78.96709008017848,20200914,2020-09-15,50.47441667,S2,673,855,647,789,0.0988858,0.03074141
mtkv,42.02737969771062,-78.96709008017848,20140811,NONE,37.62722628,NONE,0,,,,0,0
nkyv,42.02737969771062,-78.96709008017848,20170724,NONE,56.6853211,NONE,0,,,,0,0
nrkx,42.02737969771062,-78.96709008017848,20140922,2014-09-29,24.79026144,L8,7618,8548,7956,8083,0.0079181995,0.027959835
nyqn,42.02737969771062,-78.96709008017848,20130916,2013-09-10,32.83357759,L8,8279,8985,8420,8669,0.014570776,0.017899627
ocot,42.02737969771062,-78.96709008017848,20140908,NONE,42.62291667,NONE,0,,,,0,0
ojna,42.02737969771062,-78.96709008017848,20130812,NONE,40.31307018,NONE,0,,,,0,0
owri,42.02737969771062,-78.96709008017848,20170918,2017-09-21,77.29094203,S2,575,881,447,552,0.1051051,0.3110119
qact,42.02737969771062,-78.96709008017848,20150824,2015-08-15,21.56823129,L8,19311,20446,20057,24498,0.09967456,-0.09015664
qfeb,42.02737969771062,-78.96709008017848,20131021,2013-10-12,86.08028846,L8,8531,10099,9523,9529,3.1492757E-4,0.029040147
qlki,42.02737969771062,-78.96709008017848,20140825,2014-08-28,43.44633333,L8,3644,8279,8132,13543,0.24964245,-0.24122445
rhkj,42.02737969771062,-78.96709008017848,20131014,2013-10-12,79.86169231,L8,8531,10099,9523,9529,3.1492757E-4,0.029040147
rlnw,42.02737969771062,-78.96709008017848,20160906,2016-09-04,76.59903846,S2,508,753,500,624,0.110320285,0.26448363
rsok,42.02737969771062,-78.96709008017848,20190913,2019-09-21,56.21767442,S2,432,588,328,392,0.08888889,0.3983353
shpc,42.02737969771062,-78.96709008017848,20200817,2020-08-14,32.51495238,S2,548,786,427,373,-0.0675,0.50286806
tdor,42.02737969771062,-78.96709008017848,20171002,2017-09-24,40.25096154,S2,433,786,339,372,0.046413504,0.622291
tiht,42.02737969771062,-78.96709008017848,20150721,2015-07-30,37.76230159,L8,7602,8217,7696,7748,0.0033670033,0.029376762
tlqc,42.02737969771062,-78.96709008017848,20140818,NONE,25.68072816,NONE,0,,,,0,0
tzli,42.02737969771062,-78.96709008017848,20171024,2017-10-14,56.75083333,S2,454,672,389,473,0.0974478,0.5448276
uzzl,42.02737969771062,-78.96709008017848,20160926,2016-09-24,69.1624984741211,S2,355,604,403,410,0.0086100865,0.4969021
vapz,42.02737969771062,-78.96709008017848,20130805,NONE,61.99515385,NONE,0,,,,0,0
vfen,42.02737969771062,-78.96709008017848,20130730,NONE,72.75691176,NONE,0,,,,0,0
vjog,42.02737969771062,-78.96709008017848,20200910,2020-09-15,60.7493609,S2,673,855,647,789,0.0988858,0.03074141
voqm,42.02737969771062,-78.96709008017848,20170821,2017-08-17,22.06552734,S2,609,757,502,487,-0.015166835,0.13749062
wxli,42.02737969771062,-78.96709008017848,20141013,NONE,48.28352941,NONE,0,,,,0,0
xdjr,42.02737969771062,-78.96709008017848,20200922,2020-09-15,74.28972222,S2,673,855,647,789,0.0988858,0.03074141
xkcy,42.02737969771062,-78.96709008017848,20190917,2019-09-21,80.84926667,S2,432,588,328,392,0.08888889,0.3983353
xkff,42.02737969771062,-78.96709008017848,20181018,2018-10-09,39.30142857,S2,174,195,76,92,0.0952381,0.36363637
xzks,42.02737969771062,-78.96709008017848,20131002,2013-09-26,53.274375,L8,8018,8696,8202,8088,-0.0069981585,0.036224976
yhdm,42.02737969771062,-78.96709008017848,20181005,2018-10-09,76.5485363,S2,174,195,76,92,0.0952381,0.36363637
yohx,42.02737969771062,-78.96709008017848,20130826,2013-08-25,33.21650794,L8,8581,9373,8598,8861,0.015063864,0.028079413
yvuh,42.02737969771062,-78.96709008017848,20140901,2014-08-28,51.3858125,L8,3644,8279,8132,13543,0.24964245,-0.24122445
rjmx,41.00869360294986,-80.9907951249712,20190910,2019-09-19,65.12796053,S2,496,769,750,1036,0.16013438,-0.14602998
dyso,41.264993813299824,-80.46138389329978,20150701,2015-07-05,26.33126605,L8,8600,10123,9243,12296,0.14174289,-0.09692671
hpnl,41.264993813299824,-80.46138389329978,20160720,2016-07-23,89.26041667,L8,8007,8437,8015,8051,0.002240757,0.023410965
mghq,41.264993813299824,-80.46138389329978,20190718,2019-07-26,21.9842841,S2,408,488,313,400,0.12201963,0.17590362
vwqx,41.264993813299824,-80.46138389329978,20200729,2020-07-25,25.89074074,S2,210,309,186,222,0.0882353,0.047457628
ykzr,41.264993813299824,-80.46138389329978,20160524,2016-05-27,96.70183352,S2,309,425,274,270,-0.007352941,0.31578946
cmrs,41.04773303267278,-81.00184477738163,20201007,2020-10-13,47.00934307,S2,299,677,536,888,0.24719101,-0.37401757
vntm,41.04773303267278,-81.00184477738163,20170913,2017-09-04,22.46946429,S2,568,747,521,839,0.23382352,-0.46432412
fjmv,41.00443516144382,-81.05041330605577,20150721,2015-07-21,61.03206522,L8,42828,39997,40486,39849,-0.007929296,0.0018535681
gkbq,41.00443516144382,-81.05041330605577,20170627,2017-06-21,30.61936275,S2,307,371,271,366,0.14913657,0.24288107
jdgw,41.00443516144382,-81.05041330605577,20190816,2019-08-25,53.76154096,S2,302,403,273,472,0.2671141,0.12885155
kerr,41.00443516144382,-81.05041330605577,20180705,2018-07-11,27.75384615,S2,343,414,272,365,0.14599685,0.1436464
akbz,42.038184099563125,-78.90888543412785,20140814,NONE,24.59178686,NONE,0,,,,0,0
ixfn,42.038184099563125,-78.90888543412785,20200824,2020-08-14,78.80041436,S2,524,764,480,629,0.13435528,0.21366164
jhie,42.038184099563125,-78.90888543412785,20180925,2018-09-16,43.679351806640625,S2,571,1124,474,764,0.23424879,0.51584625
pxkp,42.038184099563125,-78.90888543412785,20180824,2018-08-25,69.83012695,S2,1842,1986,1636,1745,0.032238983,-0.19903207
qybl,42.038184099563125,-78.90888543412785,20130821,2013-08-25,64.12903509,L8,8332,9563,8565,10688,0.11026853,-0.05555281
umey,42.038184099563125,-78.90888543412785,20150910,2015-09-16,40.11605505,L8,8309,9457,8661,10482,0.09512616,-0.05140679
wcvm,42.038184099563125,-78.90888543412785,20190924,2019-09-21,66.2826959,S2,601,929,500,731,0.18765232,0.28314918
wevy,42.038184099563125,-78.90888543412785,20130924,2013-09-26,77.52824627,L8,8233,9676,8721,9585,0.04719764,0.004724573
wyok,42.038184099563125,-78.90888543412785,20160830,2016-09-04,54.54031973,S2,569,880,652,883,0.1504886,-0.04347826
xrzd,42.038184099563125,-78.90888543412785,20140827,2014-08-28,62.73284722,L8,8458,9566,8428,9803,0.07542098,-0.012236048
yecq,42.038184099563125,-78.90888543412785,20200902,2020-09-08,95.61927419,S2,665,1197,558,1479,0.4521355,-0.04659498
svue,41.40888008609241,-80.75138598941169,20180906,2018-09-04,31.05715719,S2,362,520,353,484,0.15651135,0.4964029
ghoz,40.997554768518356,-81.07605313711308,20170801,2017-07-26,47.51607143,L8,9056,10802,10453,15574,0.19675721,-0.18092205
leiw,39.70110235093634,-79.39499879457033,20190905,2019-09-11,26.93114286,S2,398,510,304,389,0.12265512,0.3783784
falc,41.92227422677986,-78.94658267443369,20150910,2015-09-16,25.19157143,L8,9433,10699,10893,14413,0.13909745,-0.14789742
gzrk,41.92227422677986,-78.94658267443369,20190918,2019-09-21,38.57054531,S2,715,885,886,1026,0.07322176,-0.1767442
bwri,41.300684458131606,-80.7581861185182,20180905,2018-09-04,35.89446203,S2,199,250,185,258,0.16478555,0.19331743
xchu,41.300684458131606,-80.7581861185182,20180809,NONE,78.6326587,NONE,0,,,,0,0
jcup,41.48461345838414,-80.44290091943324,20160824,2016-08-24,26.83923077,L8,8581,9596,9736,13077,0.14645158,-0.15353063
knob,41.48461345838414,-80.44290091943324,20160920,2016-09-24,29.71294118,S2,749,895,975,1021,0.023046093,-0.25010473
ftam,41.353881533699216,-80.7547169378986,20180905,2018-09-04,49.41102941,S2,287,386,247,308,0.10990991,0.297479
pezc,41.30832289823616,-80.75082860178,20200904,2020-09-08,32.20140075683594,S2,299,374,229,287,0.1124031,0.39033458
qszx,41.60665905421696,-80.51027347724977,20160824,2016-08-24,24.77083333,L8,8691,9301,9062,9953,0.046857744,-0.033863094
woaj,41.60665905421696,-80.51027347724977,20160920,2016-09-24,28.08245342,S2,206,351,296,541,0.29271206,0.04
aavk,41.292493089496425,-80.45832940907817,20160720,2016-07-23,64.88249969482422,L8,7783,8336,7886,7726,-0.010248527,0.037977837
fxus,41.292493089496425,-80.45832940907817,20160524,2016-05-27,38.82429245,S2,359,462,331,278,-0.087027915,0.5794872
xfgk,41.292493089496425,-80.45832940907817,20160921,2016-09-24,73.85124969482422,S2,899,1091,1029,1305,0.11825193,-0.15196268
dwod,41.31670154911558,-80.76599400446278,20180809,NONE,36.33544922,NONE,0,,,,0,0
cnsl,40.70396755515947,-80.29305282853221,20160815,2016-08-24,30.80727941,L8,7581,8127,7769,7601,-0.010930384,0.03344354
qugy,40.70396755515947,-80.29305282853221,20180917,2018-09-19,23.47040816,S2,380,553,590,586,-0.0034013605,0.33413753
cfds,41.69747310627143,-80.10607826226016,20150925,2015-09-16,99.56778607,L8,8190,8881,8312,18608,0.38246655,-0.35385063
ygaq,41.69747310627143,-80.10607826226016,20150623,NONE,25.90851064,NONE,0,,,,0,0
tftu,41.31430255274883,-80.7458388677012,20180905,2018-09-04,45.34871324,S2,348,437,355,429,0.094387755,0.12628865
bams,41.03581385555692,-80.53603370403552,20190808,2019-07-31,30.91795181,S2,675,836,662,841,0.11909515,-0.2034302
psco,41.00679402590109,-81.003793404542,20190816,2019-08-25,38.06439971923828,S2,1136,1376,1476,1653,0.056567594,-0.11225806
qjle,41.00679402590109,-81.003793404542,20191003,2019-10-09,52.09827586,S2,1386,1813,2064,2137,0.017376816,-0.17963801
qzln,41.00679402590109,-81.003793404542,20190910,2019-09-19,46.81576087,S2,1201,1580,1776,1873,0.026582625,-0.16247018
suag,41.00679402590109,-81.003793404542,20190709,2019-07-01,79.72762712,S2,457,707,744,1041,0.16638656,-0.08122157
uupj,41.00679402590109,-81.003793404542,20190807,2019-08-05,71.85575397,S2,7618,7440,7306,7946,0.04196171,-0.0014763119
bjxy,41.04610100168722,-81.00277227040075,20200701,2020-06-30,93.67310268,S2,317,432,315,366,0.07488987,0.42574257
brgi,41.04610100168722,-81.00277227040075,20171010,2017-10-14,20.03322904,S2,331,400,274,403,0.19054653,0.21028744
iphn,41.04610100168722,-81.00277227040075,20170802,2017-07-26,44.79705916,L8,8635,10960,9413,16485,0.2730713,-0.20131171
sjpc,41.04610100168722,-81.00277227040075,20190815,2019-08-05,30.40532967,S2,412,411,248,278,0.05703422,0.5364486
xtql,41.04610100168722,-81.00277227040075,20170913,2017-09-04,21.39302288,S2,661,852,616,790,0.123755336,0.2987805
